<CHROM>	<START>	<END>	<TSB>
III	0	3319	0
III	3320	11938	2
III	11939	12168	0
III	12169	14867	1
III	14868	15718	0
III	15719	17314	2
III	17315	17330	3
III	17331	19673	1
III	19674	20529	0
III	20530	23960	1
III	23961	35452	0
III	35453	39460	1
III	39461	41059	0
III	41060	42019	2
III	42020	57700	0
III	57701	58680	2
III	58681	59867	0
III	59868	61164	1
III	61165	62886	0
III	62887	66259	1
III	66260	69071	0
III	69072	69815	1
III	69816	70440	0
III	70441	86382	1
III	86383	86675	0
III	86676	87379	1
III	87380	87557	0
III	87558	89241	2
III	89242	89451	0
III	89452	94807	1
III	94808	95392	0
III	95393	97724	1
III	97725	98396	0
III	98397	98920	1
III	98921	114901	0
III	114902	116617	2
III	116618	117554	0
III	117555	118765	2
III	118766	120490	0
III	120491	121733	2
III	121734	122018	3
III	122019	124639	2
III	124640	124776	0
III	124777	126525	2
III	126526	130178	0
III	130179	130748	1
III	130749	130945	0
III	130946	131749	2
III	131750	132416	0
III	132417	134399	2
III	134400	134492	0
III	134493	137973	2
III	137974	140132	0
III	140133	141207	1
III	141208	142119	0
III	142120	143215	1
III	143216	143629	0
III	143630	144790	1
III	144791	144992	0
III	144993	145297	1
III	145298	145358	0
III	145359	146489	1
III	146490	146915	0
III	146916	147605	1
III	147606	154473	0
III	154474	156672	1
III	156673	156822	0
III	156823	163540	2
III	163541	163596	0
III	163597	164873	1
III	164874	165688	0
III	165689	166283	2
III	166284	167383	0
III	167384	169554	1
III	169555	170335	0
III	170336	171725	1
III	171726	171885	0
III	171886	172732	2
III	172733	173795	0
III	173796	174556	2
III	174557	174607	0
III	174608	175831	1
III	175832	176109	0
III	176110	177813	1
III	177814	179540	0
III	179541	180138	2
III	180139	181559	0
III	181560	182979	2
III	182980	183229	0
III	183230	184913	2
III	184914	186949	0
III	186950	188129	1
III	188130	188836	0
III	188837	190972	2
III	190973	190984	0
III	190985	191979	2
III	191980	192102	0
III	192103	194347	2
III	194348	194458	0
III	194459	201277	2
III	201278	207090	3
III	207091	235119	2
III	235120	235842	0
III	235843	254065	2
III	254066	254533	0
III	254534	264634	2
III	264635	265088	0
III	265089	283007	2
III	283008	284115	0
III	284116	289442	2
III	289443	289462	0
III	289463	292638	1
III	292639	294625	3
III	294626	295649	2
III	295650	298554	3
III	298555	314264	2
III	314265	315458	0
III	315459	321719	2
III	321720	335954	0
III	335955	343239	1
III	343240	344305	0
III	344306	365947	1
III	365948	377558	3
III	377559	381296	1
III	381297	381898	0
III	381899	382568	1
III	382569	398728	0
III	398729	399390	1
III	399391	402382	0
III	402383	405587	2
III	405588	408092	0
III	408093	418736	1
III	418737	429298	0
III	429299	431748	2
III	431749	434889	0
III	434890	440140	2
III	440141	440265	0
III	440266	443492	2
III	443493	453783	0
III	453784	463809	1
III	463810	464713	0
III	464714	471700	1
III	471701	472299	0
III	472300	475347	2
III	475348	475452	0
III	475453	482320	2
III	482321	486121	0
III	486122	486545	1
III	486546	488762	0
III	488763	489450	2
III	489451	491545	0
III	491546	502623	2
III	502624	505239	0
III	505240	512215	1
III	512216	513718	0
III	513719	516612	1
III	516613	518354	0
III	518355	524042	1
III	524043	525232	0
III	525233	526922	1
III	526923	542064	0
III	542065	546535	2
III	546536	557516	0
III	557517	576445	2
III	576446	576954	0
III	576955	577565	1
III	577566	577682	0
III	577683	587103	1
III	587104	587242	0
III	587243	598115	1
III	598116	599507	0
III	599508	600364	1
III	600365	602706	0
III	602707	603820	1
III	603821	604001	0
III	604002	605513	1
III	605514	606002	0
III	606003	606992	2
III	606993	607043	0
III	607044	609971	1
III	609972	610879	0
III	610880	614545	1
III	614546	614705	0
III	614706	617445	1
III	617446	618244	0
III	618245	620252	1
III	620253	624605	0
III	624606	627936	1
III	627937	628173	0
III	628174	630985	1
III	630986	631936	0
III	631937	634643	1
III	634644	634891	0
III	634892	636165	1
III	636166	636477	0
III	636478	638417	1
III	638418	638529	0
III	638530	640224	1
III	640225	640788	0
III	640789	641623	2
III	641624	642057	0
III	642058	645611	2
III	645612	646752	0
III	646753	654461	2
III	654462	658707	0
III	658708	662730	2
III	662731	662845	0
III	662846	666263	1
III	666264	668096	0
III	668097	668431	1
III	668432	676120	0
III	676121	680251	2
III	680252	680632	0
III	680633	683416	1
III	683417	686235	0
III	686236	688737	1
III	688738	692031	3
III	692032	692536	2
III	692537	696454	3
III	696455	715821	2
III	715822	725020	0
III	725021	726153	2
III	726154	727209	0
III	727210	740611	1
III	740612	742944	3
III	742945	752424	1
III	752425	755296	0
III	755297	758078	1
III	758079	761777	0
III	761778	762390	2
III	762391	763808	0
III	763809	771364	2
III	771365	771575	0
III	771576	772817	2
III	772818	773401	0
III	773402	774157	2
III	774158	774319	0
III	774320	783301	1
III	783302	783712	0
III	783713	786090	2
III	786091	786530	0
III	786531	793731	1
III	793732	794298	0
III	794299	795118	2
III	795119	795134	0
III	795135	809437	2
III	809438	811826	0
III	811827	813771	2
III	813772	816143	0
III	816144	821728	2
III	821729	823220	0
III	823221	826406	2
III	826407	828588	0
III	828589	832275	1
III	832276	833856	0
III	833857	835806	2
III	835807	835813	0
III	835814	839589	1
III	839590	840458	0
III	840459	841364	1
III	841365	842933	0
III	842934	843800	2
III	843801	845840	0
III	845841	850584	2
III	850585	851326	0
III	851327	852394	1
III	852395	852799	0
III	852800	853907	1
III	853908	854217	0
III	854218	856533	2
III	856534	856558	0
III	856559	860088	2
III	860089	860196	0
III	860197	861322	2
III	861323	862304	0
III	862305	865397	2
III	865398	867510	0
III	867511	869985	1
III	869986	871781	0
III	871782	872383	1
III	872384	872620	0
III	872621	873529	1
III	873530	874299	0
III	874300	875411	2
III	875412	877433	0
III	877434	879732	1
III	879733	879858	0
III	879859	881441	2
III	881442	881504	3
III	881505	886787	1
III	886788	889953	0
III	889954	895632	1
III	895633	895784	0
III	895785	900136	2
III	900137	900156	3
III	900157	901442	1
III	901443	902149	0
III	902150	907537	1
III	907538	908326	0
III	908327	909900	1
III	909901	909955	0
III	909956	910587	1
III	910588	911259	0
III	911260	912241	2
III	912242	913246	0
III	913247	916995	1
III	916996	917086	0
III	917087	919420	1
III	919421	919526	0
III	919527	926312	1
III	926313	933583	0
III	933584	936065	1
III	936066	937300	0
III	937301	938059	1
III	938060	938867	0
III	938868	939435	2
III	939436	940877	0
III	940878	943467	1
III	943468	944793	0
III	944794	946296	1
III	946297	947846	0
III	947847	949090	1
III	949091	949298	0
III	949299	950668	1
III	950669	950867	0
III	950868	952262	2
III	952263	952417	0
III	952418	953801	2
III	953802	954289	0
III	954290	954651	1
III	954652	954871	0
III	954872	955293	2
III	955294	956332	0
III	956333	957945	2
III	957946	962302	0
III	962303	963677	2
III	963678	973309	0
III	973310	977384	1
III	977385	980449	3
III	980450	988444	2
III	988445	991879	0
III	991880	1001143	2
III	1001144	1001409	3
III	1001410	1001905	2
III	1001906	1002705	0
III	1002706	1006296	2
III	1006297	1008434	0
III	1008435	1009911	2
III	1009912	1010533	0
III	1010534	1011383	2
III	1011384	1015678	0
III	1015679	1016134	1
III	1016135	1020952	0
III	1020953	1021874	2
III	1021875	1023219	0
III	1023220	1024559	1
III	1024560	1026914	0
III	1026915	1031063	1
III	1031064	1031322	0
III	1031323	1037210	1
III	1037211	1037490	0
III	1037491	1045807	2
III	1045808	1046259	3
III	1046260	1053244	1
III	1053245	1056261	0
III	1056262	1060059	1
III	1060060	1062791	0
III	1062792	1076553	1
III	1076554	1078148	0
III	1078149	1080773	1
III	1080774	1080899	0
III	1080900	1081298	2
III	1081299	1081400	0
III	1081401	1095071	2
III	1095072	1103222	0
III	1103223	1111921	2
III	1111922	1112277	0
III	1112278	1116372	1
III	1116373	1116422	0
III	1116423	1125241	2
III	1125242	1136023	3
III	1136024	1142925	2
III	1142926	1143170	0
III	1143171	1145209	2
III	1145210	1152042	0
III	1152043	1175105	2
III	1175106	1176551	3
III	1176552	1181135	2
III	1181136	1181988	0
III	1181989	1184940	2
III	1184941	1185246	0
III	1185247	1193810	1
III	1193811	1194365	0
III	1194366	1196290	1
III	1196291	1196558	0
III	1196559	1202006	1
III	1202007	1202546	0
III	1202547	1207344	2
III	1207345	1208102	0
III	1208103	1213648	2
III	1213649	1214949	0
III	1214950	1215291	2
III	1215292	1216114	0
III	1216115	1222070	1
III	1222071	1236013	0
III	1236014	1237140	2
III	1237141	1239258	0
III	1239259	1242778	2
III	1242779	1243511	0
III	1243512	1245281	2
III	1245282	1247616	0
III	1247617	1249151	1
III	1249152	1249491	0
III	1249492	1251836	2
III	1251837	1255549	0
III	1255550	1256927	2
III	1256928	1257211	0
III	1257212	1258412	1
III	1258413	1259422	0
III	1259423	1260182	2
III	1260183	1261942	0
III	1261943	1262840	1
III	1262841	1263990	0
III	1263991	1265368	2
III	1265369	1265671	0
III	1265672	1266853	1
III	1266854	1267336	0
III	1267337	1269254	1
III	1269255	1269556	0
III	1269557	1271449	1
III	1271450	1272472	0
III	1272473	1273674	1
III	1273675	1274512	0
III	1274513	1275586	1
III	1275587	1285014	0
III	1285015	1287117	2
III	1287118	1287297	0
III	1287298	1288521	1
III	1288522	1292049	0
III	1292050	1293213	1
III	1293214	1295682	0
III	1295683	1297067	2
III	1297068	1297902	0
III	1297903	1299482	2
III	1299483	1303712	0
III	1303713	1305459	2
III	1305460	1305714	0
III	1305715	1308292	1
III	1308293	1309185	0
III	1309186	1311224	2
III	1311225	1311226	0
III	1311227	1313146	1
III	1313147	1313295	0
III	1313296	1315227	1
III	1315228	1315399	0
III	1315400	1318984	2
III	1318985	1319014	0
III	1319015	1321669	1
III	1321670	1322131	0
III	1322132	1324631	1
III	1324632	1328642	0
III	1328643	1330964	2
III	1330965	1332014	0
III	1332015	1333706	2
III	1333707	1336705	0
III	1336706	1340331	1
III	1340332	1340595	0
III	1340596	1342492	1
III	1342493	1342973	0
III	1342974	1344690	2
III	1344691	1344872	0
III	1344873	1345792	1
III	1345793	1346313	0
III	1346314	1347126	1
III	1347127	1347785	0
III	1347786	1349398	1
III	1349399	1349750	0
III	1349751	1350834	1
III	1350835	1351214	0
III	1351215	1353369	1
III	1353370	1354995	0
III	1354996	1355418	1
III	1355419	1357078	0
III	1357079	1359133	1
III	1359134	1359252	0
III	1359253	1359767	1
III	1359768	1360505	0
III	1360506	1362674	2
III	1362675	1374150	0
III	1374151	1375243	2
III	1375244	1375589	3
III	1375590	1376540	2
III	1376541	1376943	0
III	1376944	1378001	1
III	1378002	1379138	0
III	1379139	1380661	1
III	1380662	1381443	0
III	1381444	1381625	2
III	1381626	1382373	0
III	1382374	1383410	1
III	1383411	1384818	0
III	1384819	1386991	2
III	1386992	1388348	3
III	1388349	1388495	1
III	1388496	1390448	0
III	1390449	1391850	1
III	1391851	1399970	0
III	1399971	1401303	2
III	1401304	1401944	0
III	1401945	1403458	2
III	1403459	1404790	0
III	1404791	1406228	2
III	1406229	1406461	0
III	1406462	1409237	1
III	1409238	1409241	0
III	1409242	1414114	1
III	1414115	1415150	0
III	1415151	1417186	1
III	1417187	1419194	0
III	1419195	1419861	2
III	1419862	1419871	3
III	1419872	1419912	2
III	1419913	1427226	1
III	1427227	1438830	0
III	1438831	1443188	2
III	1443189	1447493	0
III	1447494	1455768	1
III	1455769	1458534	0
III	1458535	1466730	2
III	1466731	1467874	0
III	1467875	1496399	1
III	1496400	1509306	3
III	1509307	1517991	1
III	1517992	1520222	0
III	1520223	1532766	1
III	1532767	1533772	0
III	1533773	1538196	2
III	1538197	1538470	0
III	1538471	1540242	1
III	1540243	1540491	0
III	1540492	1543443	2
III	1543444	1544936	0
III	1544937	1554445	1
III	1554446	1555393	0
III	1555394	1558527	1
III	1558528	1558798	0
III	1558799	1570127	2
III	1570128	1570304	0
III	1570305	1576636	2
III	1576637	1576749	0
III	1576750	1580855	2
III	1580856	1583153	0
III	1583154	1601138	1
III	1601139	1604953	0
III	1604954	1606827	2
III	1606828	1606848	3
III	1606849	1614031	1
III	1614032	1617149	0
III	1617150	1618952	1
III	1618953	1619740	0
III	1619741	1625795	2
III	1625796	1626630	0
III	1626631	1630790	2
III	1630791	1634449	3
III	1634450	1637559	2
III	1637560	1641461	0
III	1641462	1641733	2
III	1641734	1642647	0
III	1642648	1644561	1
III	1644562	1648619	0
III	1648620	1648804	1
III	1648805	1650300	0
III	1650301	1652667	2
III	1652668	1653729	0
III	1653730	1657478	1
III	1657479	1658205	0
III	1658206	1659861	1
III	1659862	1662102	0
III	1662103	1665150	1
III	1665151	1665491	0
III	1665492	1665791	1
III	1665792	1665911	0
III	1665912	1668632	1
III	1668633	1672515	0
III	1672516	1676719	1
III	1676720	1683628	0
III	1683629	1688097	1
III	1688098	1688142	0
III	1688143	1691768	1
III	1691769	1692079	0
III	1692080	1695104	1
III	1695105	1697219	0
III	1697220	1698984	1
III	1698985	1701712	0
III	1701713	1702435	1
III	1702436	1703498	0
III	1703499	1705897	1
III	1705898	1705944	0
III	1705945	1713727	2
III	1713728	1723192	0
III	1723193	1733099	1
III	1733100	1752181	0
III	1752182	1754940	1
III	1754941	1757832	0
III	1757833	1758249	1
III	1758250	1758719	0
III	1758720	1759781	2
III	1759782	1763522	0
III	1763523	1764834	2
III	1764835	1765456	0
III	1765457	1770089	1
III	1770090	1772529	0
III	1772530	1777800	1
III	1777801	1778066	3
III	1778067	1778067	1
III	1778068	1778307	2
III	1778308	1789082	0
III	1789083	1806857	2
III	1806858	1807738	0
III	1807739	1818321	1
III	1818322	1821148	0
III	1821149	1824178	1
III	1824179	1824917	0
III	1824918	1834345	2
III	1834346	1834511	0
III	1834512	1846756	2
III	1846757	1849045	0
III	1849046	1852900	2
III	1852901	1855390	0
III	1855391	1859590	2
III	1859591	1859886	0
III	1859887	1860379	2
III	1860380	1860427	0
III	1860428	1877512	2
III	1877513	1878363	0
III	1878364	1880864	2
III	1880865	1881156	0
III	1881157	1883015	1
III	1883016	1883605	0
III	1883606	1886216	1
III	1886217	1887556	0
III	1887557	1889689	2
III	1889690	1891381	0
III	1891382	1893840	1
III	1893841	1894055	0
III	1894056	1899854	2
III	1899855	1901833	0
III	1901834	1905638	1
III	1905639	1905960	0
III	1905961	1939544	2
III	1939545	1939566	3
III	1939567	1943651	1
III	1943652	1945056	0
III	1945057	1950268	1
III	1950269	1950490	0
