<CHROM>	<START>	<END>	<TSB>
IV	0	8763	0
IV	8764	11068	1
IV	11069	15497	0
IV	15498	20897	1
IV	20898	21491	0
IV	21492	23196	2
IV	23197	24681	0
IV	24682	26386	1
IV	26387	26980	0
IV	26981	32378	2
IV	32379	32479	0
IV	32480	36807	1
IV	36808	39112	3
IV	39113	48878	1
IV	48879	53399	0
IV	53400	53629	1
IV	53630	57979	0
IV	57980	58393	1
IV	58394	61746	0
IV	61747	65982	2
IV	65983	76368	0
IV	76369	76529	2
IV	76530	79274	0
IV	79275	79378	2
IV	79379	86888	0
IV	86889	90080	1
IV	90081	92014	0
IV	92015	108969	2
IV	108970	110754	3
IV	110755	111463	1
IV	111464	111860	3
IV	111861	112052	1
IV	112053	119270	0
IV	119271	121705	1
IV	121706	121795	0
IV	121796	126223	1
IV	126224	126729	0
IV	126730	127638	2
IV	127639	132414	0
IV	132415	138074	2
IV	138075	138344	0
IV	138345	147917	1
IV	147918	156069	0
IV	156070	157899	1
IV	157900	158960	0
IV	158961	159834	2
IV	159835	160162	0
IV	160163	161661	2
IV	161662	162828	0
IV	162829	164812	2
IV	164813	165075	0
IV	165076	169978	2
IV	169979	179006	0
IV	179007	183259	2
IV	183260	184552	0
IV	184553	192149	2
IV	192150	192254	0
IV	192255	202584	2
IV	202585	203320	0
IV	203321	208047	2
IV	208048	208187	0
IV	208188	217397	2
IV	217398	218549	0
IV	218550	220852	2
IV	220853	225437	0
IV	225438	231771	1
IV	231772	232471	0
IV	232472	237448	1
IV	237449	237589	0
IV	237590	240305	1
IV	240306	240449	0
IV	240450	244127	2
IV	244128	245112	0
IV	245113	251923	2
IV	251924	251968	0
IV	251969	252552	1
IV	252553	253569	0
IV	253570	255427	1
IV	255428	255964	0
IV	255965	257197	1
IV	257198	257382	0
IV	257383	259202	1
IV	259203	259968	0
IV	259969	261681	1
IV	261682	261884	0
IV	261885	264230	1
IV	264231	266446	0
IV	266447	268320	2
IV	268321	269405	0
IV	269406	272097	2
IV	272098	272313	0
IV	272314	273261	1
IV	273262	274568	0
IV	274569	279938	2
IV	279939	283645	0
IV	283646	287210	2
IV	287211	287303	0
IV	287304	288125	1
IV	288126	288801	0
IV	288802	291454	1
IV	291455	292427	0
IV	292428	298278	1
IV	298279	307503	0
IV	307504	311230	2
IV	311231	311510	0
IV	311511	313695	1
IV	313696	315054	0
IV	315055	320603	1
IV	320604	321569	0
IV	321570	323020	1
IV	323021	325061	0
IV	325062	325435	2
IV	325436	326528	3
IV	326529	330629	2
IV	330630	330821	0
IV	330822	334383	2
IV	334384	334807	0
IV	334808	337176	1
IV	337177	339627	0
IV	339628	358974	2
IV	358975	359202	0
IV	359203	376060	1
IV	376061	379896	0
IV	379897	383183	1
IV	383184	385892	0
IV	385893	386605	2
IV	386606	386697	0
IV	386698	387947	2
IV	387948	388082	0
IV	388083	388684	2
IV	388685	388711	3
IV	388712	388731	2
IV	388732	390466	1
IV	390467	390510	0
IV	390511	393154	2
IV	393155	393156	3
IV	393157	393544	1
IV	393545	393878	0
IV	393879	399093	2
IV	399094	401693	0
IV	401694	405344	2
IV	405345	405619	0
IV	405620	410031	1
IV	410032	410829	0
IV	410830	415613	2
IV	415614	415633	0
IV	415634	425179	1
IV	425180	425970	0
IV	425971	427202	2
IV	427203	428068	0
IV	428069	429131	1
IV	429132	429212	0
IV	429213	440552	1
IV	440553	443983	0
IV	443984	444781	2
IV	444782	445675	0
IV	445676	448437	2
IV	448438	451116	0
IV	451117	454914	1
IV	454915	455071	0
IV	455072	455399	2
IV	455400	455782	0
IV	455783	457097	2
IV	457098	458030	0
IV	458031	461027	1
IV	461028	461290	0
IV	461291	481165	1
IV	481166	505067	0
IV	505068	506598	1
IV	506599	506735	0
IV	506736	519455	1
IV	519456	520212	0
IV	520213	523807	1
IV	523808	524650	0
IV	524651	526477	2
IV	526478	532133	0
IV	532134	535701	2
IV	535702	548300	0
IV	548301	553229	2
IV	553230	559232	0
IV	559233	568074	2
IV	568075	568370	0
IV	568371	570873	1
IV	570874	572721	0
IV	572722	580281	2
IV	580282	582228	3
IV	582229	583575	2
IV	583576	583811	0
