<CHROM>	<START>	<END>	<TSB>
Y	0	2786853	0
Y	2786854	2787697	1
Y	2787698	2841484	0
Y	2841485	2867266	2
Y	2867267	2935279	0
Y	2935280	2982504	2
Y	2982505	3579039	0
Y	3579040	3580039	2
Y	3580040	5000224	0
Y	5000225	5742222	2
Y	5742223	6246221	0
Y	6246222	6249011	2
Y	6249012	6865916	0
Y	6865917	6874025	1
Y	6874026	6910684	0
Y	6910685	7091681	2
Y	7091682	9337462	0
Y	9337463	9340276	2
Y	9340277	9357795	0
Y	9357796	9360591	2
Y	9360592	9398419	0
Y	9398420	9401215	2
Y	9401216	9466953	0
Y	9466954	9469746	2
Y	9469747	9527878	0
Y	9527879	9530674	2
Y	9530675	12847043	0
Y	12847044	12859610	2
Y	12859611	12904106	0
Y	12904107	12920476	2
Y	12920477	13248377	0
Y	13248378	13480671	1
Y	13480672	13703565	0
Y	13703566	13706022	2
Y	13706023	13985770	0
Y	13985771	13986511	1
Y	13986512	14056215	0
Y	14056216	14056956	2
Y	14056957	14522571	0
Y	14522572	14845648	2
Y	14845649	17877408	0
Y	17877409	17880218	1
Y	17880219	18025785	0
Y	18025786	18028595	2
Y	18028596	18546669	0
Y	18546670	18588961	2
Y	18588962	18731438	0
Y	18731439	18773733	1
Y	18773734	19705413	0
Y	19705414	19744937	1
Y	19744938	20575723	0
Y	20575724	20593152	2
Y	20593153	20756162	0
Y	20756163	20781030	2
Y	20781031	21382952	0
Y	21382953	21386358	1
Y	21386359	21511336	0
Y	21511337	21549324	2
Y	21549325	21880074	0
Y	21880075	21894524	1
Y	21894525	21903616	0
Y	21903617	21918065	1
Y	21918066	22071754	0
Y	22071755	22096005	1
Y	22096006	22168540	0
Y	22168541	22182980	1
Y	22182981	22403468	0
Y	22403469	22417879	2
Y	22417880	22490395	0
Y	22490396	22514635	2
Y	22514636	22973817	0
Y	22973818	23005463	2
Y	23005464	23129353	0
Y	23129354	23199092	1
Y	23199093	23219432	0
Y	23219433	23291354	2
Y	23291355	24045227	0
Y	24045228	24048017	1
Y	24048018	24607558	0
Y	24607559	24639205	2
Y	24639206	24763067	0
Y	24763068	24813490	1
Y	24813491	24833841	0
Y	24833842	24907038	2
Y	24907039	25030899	0
Y	25030900	25062546	1
Y	25062547	25622160	0
Y	25622161	25624900	2
