<CHROM>	<START>	<END>	<TSB>
Y	0	725207	0
Y	725208	797407	1
Y	797408	818647	0
Y	818648	844222	2
Y	844223	897786	0
Y	897787	946314	2
Y	946315	1010541	0
Y	1010542	1028592	2
Y	1028593	1096859	0
Y	1096860	1245757	1
Y	1245758	1260769	0
Y	1260770	1286627	1
Y	1286628	1298959	0
Y	1298960	1459780	1
Y	1459781	2106013	0
Y	2106014	2170407	1
Y	2170408	2599097	0
Y	2599098	2599432	2
Y	2599433	2662469	0
Y	2662470	2663656	1
Y	2663657	2720337	0
Y	2720338	2720672	1
Y	2720673	2785163	0
Y	2785164	2796203	1
Y	2796204	2830678	0
Y	2830679	2873490	2
Y	2873491	2900987	0
Y	2900988	2912204	2
Y	2912205	2932580	0
Y	2932581	2939414	2
Y	2939415	3294974	0
Y	3294975	3306447	1
Y	3306448	3326748	0
Y	3326749	3345327	1
Y	3345328	3367145	0
Y	3367146	3410165	1
Y	3410166	3771671	0
Y	3771672	3783265	2
Y	3783266	5043935	0
Y	5043936	5046263	2
Y	5046264	5248357	0
Y	5248358	5249439	1
Y	5249440	5656984	0
Y	5656985	5659572	2
Y	5659573	5725976	0
Y	5725977	5728315	2
Y	5728316	5793393	0
Y	5793394	5795726	2
Y	5795727	5942458	0
Y	5942459	5945029	2
Y	5945030	6267096	0
Y	6267097	6269546	2
Y	6269547	6583544	0
Y	6583545	6615509	2
Y	6615510	6680419	0
Y	6680420	6682870	1
Y	6682871	6916298	0
Y	6916299	6918280	1
Y	6918281	7165066	0
Y	7165067	7169291	1
Y	7169292	7253785	0
Y	7253786	7280015	2
Y	7280016	7632772	0
Y	7632773	7638487	1
Y	7638488	7722939	0
Y	7722940	7749193	2
Y	7749194	7994831	0
Y	7994832	7997166	1
Y	7997167	8069166	0
Y	8069167	8071505	1
Y	8071506	8257905	0
Y	8257906	8284103	2
Y	8284104	8832819	0
Y	8832820	8835167	1
Y	8835168	9130997	0
Y	9130998	9133922	1
Y	9133923	9199822	0
Y	9199823	9202188	1
Y	9202189	9344834	0
Y	9344835	9347182	1
Y	9347183	9413516	0
