<CHROM>	<START>	<END>	<TSB>
XV	0	998	0
XV	999	1336	1
XV	1337	1645	0
XV	1646	2076	1
XV	2077	4128	0
XV	4129	4310	2
XV	4311	6173	0
XV	6174	8113	2
XV	8114	9595	0
XV	9596	10104	2
XV	10105	10117	0
XV	10118	10764	2
XV	10765	11547	0
XV	11548	11909	1
XV	11910	14311	0
XV	14312	14652	2
XV	14653	15231	0
XV	15232	15503	1
XV	15504	17279	0
XV	17280	17794	1
XV	17795	19489	0
XV	19490	21309	1
XV	21310	22523	0
XV	22524	24292	1
XV	24293	25271	0
XV	25272	26974	2
XV	26975	27082	0
XV	27083	27216	2
XV	27217	28701	0
XV	28702	31604	1
XV	31605	34656	0
XV	34657	35405	2
XV	35406	40746	0
XV	40747	42608	2
XV	42609	43692	0
XV	43693	44471	2
XV	44472	44720	3
XV	44721	44782	1
XV	44783	44936	0
XV	44937	45631	2
XV	45632	45758	0
XV	45759	47572	1
XV	47573	47931	0
XV	47932	48641	1
XV	48642	48862	0
XV	48863	49446	2
XV	49447	49553	0
XV	49554	52786	1
XV	52787	53096	0
XV	53097	54550	2
XV	54551	54593	0
XV	54594	55102	1
XV	55103	55556	0
XV	55557	56278	2
XV	56279	56450	0
XV	56451	58537	2
XV	58538	58757	0
XV	58758	60028	2
XV	60029	60381	0
XV	60382	61022	1
XV	61023	61323	0
XV	61324	65348	1
XV	65349	65619	0
XV	65620	67112	2
XV	67113	67559	0
XV	67560	68752	1
XV	68753	69374	0
XV	69375	70042	1
XV	70043	70154	0
XV	70155	70323	1
XV	70324	70543	3
XV	70544	70688	2
XV	70689	71298	0
XV	71299	72713	2
XV	72714	73029	0
XV	73030	73355	2
XV	73356	74398	0
XV	74399	76977	2
XV	76978	77558	0
XV	77559	78112	2
XV	78113	78350	0
XV	78351	79477	1
XV	79478	80346	0
XV	80347	81188	2
XV	81189	81785	0
XV	81786	82918	1
XV	82919	83832	0
XV	83833	85262	2
XV	85263	85454	0
XV	85455	86755	1
XV	86756	87842	0
XV	87843	89446	2
XV	89447	89690	0
XV	89691	91417	1
XV	91418	92024	0
XV	92025	92848	1
XV	92849	93393	0
XV	93394	94400	1
XV	94401	94854	0
XV	94855	96359	1
XV	96360	96606	0
XV	96607	96914	1
XV	96915	97549	0
XV	97550	99486	2
XV	99487	99807	0
XV	99808	100955	2
XV	100956	101473	0
XV	101474	103227	2
XV	103228	103315	0
XV	103316	103923	1
XV	103924	104324	0
XV	104325	106291	2
XV	106292	106708	0
XV	106709	108186	2
XV	108187	108256	0
XV	108257	108894	1
XV	108895	109174	0
XV	109175	109887	2
XV	109888	110295	0
XV	110296	110636	2
XV	110637	110960	0
XV	110961	111031	1
XV	111032	111429	0
XV	111430	111884	1
XV	111885	112100	0
XV	112101	113128	2
XV	113129	113224	0
XV	113225	113577	2
XV	113578	113800	0
XV	113801	113872	2
XV	113873	114136	0
XV	114137	115806	1
XV	115807	116394	0
XV	116395	117452	1
XV	117453	117998	0
XV	117999	123266	2
XV	123267	123999	0
XV	124000	125828	2
XV	125829	125995	0
XV	125996	126687	1
XV	126688	126980	0
XV	126981	127918	1
XV	127919	129235	0
XV	129236	132015	2
XV	132016	132480	3
XV	132481	132506	1
XV	132507	132723	0
XV	132724	135836	1
XV	135837	136086	0
XV	136087	136181	1
XV	136182	136218	0
XV	136219	136403	2
XV	136404	136525	0
XV	136526	137823	1
XV	137824	138105	0
XV	138106	139043	1
XV	139044	139225	0
XV	139226	141345	1
XV	141346	141582	0
XV	141583	142553	1
XV	142554	142813	0
XV	142814	143694	2
XV	143695	144202	0
XV	144203	145128	2
XV	145129	145332	0
XV	145333	147161	2
XV	147162	147380	0
XV	147381	150274	2
XV	150275	150396	0
XV	150397	153488	1
XV	153489	153910	0
XV	153911	154743	1
XV	154744	155285	0
XV	155286	158635	1
XV	158636	159171	0
XV	159172	159443	2
XV	159444	159546	0
XV	159547	160592	1
XV	160593	161577	0
XV	161578	161671	2
XV	161672	161789	3
XV	161790	162012	1
XV	162013	162354	0
XV	162355	165329	2
XV	165330	165712	0
XV	165713	166459	2
XV	166460	166599	3
XV	166600	166950	2
XV	166951	168725	0
XV	168726	169972	2
XV	169973	171068	0
XV	171069	180307	2
XV	180308	180556	0
XV	180557	181055	1
XV	181056	181425	3
XV	181426	181453	2
XV	181454	181680	0
XV	181681	185210	2
XV	185211	185436	0
XV	185437	185642	2
XV	185643	185846	0
XV	185847	186721	1
XV	186722	187022	0
XV	187023	189412	2
XV	189413	189656	0
XV	189657	193540	1
XV	193541	193830	0
XV	193831	194798	1
XV	194799	194968	0
XV	194969	196335	2
XV	196336	196505	0
XV	196506	196993	2
XV	196994	197218	0
XV	197219	198723	1
XV	198724	198940	0
XV	198941	200295	2
XV	200296	200366	0
XV	200367	201877	1
XV	201878	201983	0
XV	201984	202516	1
XV	202517	202694	0
XV	202695	204469	1
XV	204470	204729	0
XV	204730	205883	1
XV	205884	206101	0
XV	206102	207174	1
XV	207175	207390	0
XV	207391	210263	1
XV	210264	210518	0
XV	210519	211993	1
XV	211994	212242	0
XV	212243	213732	2
XV	213733	214015	0
XV	214016	216135	1
XV	216136	217124	0
XV	217125	218446	2
XV	218447	219209	0
XV	219210	220471	2
XV	220472	220765	0
XV	220766	222900	2
XV	222901	223266	0
XV	223267	224177	2
XV	224178	224418	0
XV	224419	226073	1
XV	226074	226609	0
XV	226610	226679	1
XV	226680	228329	0
XV	228330	228402	2
XV	228403	228612	0
XV	228613	229832	2
XV	229833	230083	0
XV	230084	231270	2
XV	231271	231568	0
XV	231569	231753	1
XV	231754	232444	0
XV	232445	233634	1
XV	233635	234344	0
XV	234345	234544	2
XV	234545	234938	0
XV	234939	237880	2
XV	237881	238183	3
XV	238184	238200	1
XV	238201	238617	0
XV	238618	240092	2
XV	240093	240202	0
XV	240203	241308	1
XV	241309	241612	0
XV	241613	242745	1
XV	242746	243464	0
XV	243465	243495	1
XV	243496	244138	3
XV	244139	246800	2
XV	246801	247148	0
XV	247149	248299	2
XV	248300	248390	0
XV	248391	249532	1
XV	249533	249823	0
XV	249824	250914	2
XV	250915	251265	0
XV	251266	252644	1
XV	252645	253147	0
XV	253148	253575	1
XV	253576	254295	0
XV	254296	254615	2
XV	254616	254924	0
XV	254925	255019	1
XV	255020	255335	0
XV	255336	256099	2
XV	256100	256664	0
XV	256665	256743	1
XV	256744	257017	3
XV	257018	258801	2
XV	258802	259028	3
