<CHROM>	<START>	<END>	<TSB>
IV	0	3760	0
IV	3761	3834	2
IV	3835	5983	0
IV	5984	7812	2
IV	7813	8681	0
IV	8682	9754	1
IV	9755	11655	0
IV	11656	13358	1
IV	13359	16202	0
IV	16203	17224	2
IV	17225	17575	0
IV	17576	18564	1
IV	18565	18957	0
IV	18958	19310	2
IV	19311	20633	0
IV	20634	21004	2
IV	21005	22469	0
IV	22470	22606	1
IV	22607	22821	0
IV	22822	25874	2
IV	25875	26401	0
IV	26402	28773	1
IV	28774	28983	0
IV	28984	30452	1
IV	30453	30655	0
IV	30656	31827	2
IV	31828	32294	0
IV	32295	33232	2
IV	33233	33413	0
IV	33414	33916	1
IV	33917	34235	0
IV	34236	36475	1
IV	36476	36795	0
IV	36796	38171	2
IV	38172	38485	0
IV	38486	38595	2
IV	38596	38865	0
IV	38866	42242	1
IV	42243	42698	0
IV	42699	43705	2
IV	43706	44063	0
IV	44064	45275	2
IV	45276	45904	3
IV	45905	45916	1
IV	45917	46269	0
IV	46270	48029	1
IV	48030	51113	0
IV	51114	52171	1
IV	52172	52443	0
IV	52444	54098	2
IV	54099	54395	0
IV	54396	56344	1
IV	56345	57263	0
IV	57264	60403	1
IV	60404	60870	0
IV	60871	61799	1
IV	61800	62009	0
IV	62010	62242	2
IV	62243	62560	3
IV	62561	65016	1
IV	65017	65240	0
IV	65241	65763	2
IV	65764	66491	0
IV	66492	67444	2
IV	67445	67981	0
IV	67982	68604	1
IV	68605	68995	0
IV	68996	70317	1
IV	70318	70638	0
IV	70639	73916	1
IV	73917	74444	0
IV	74445	76543	1
IV	76544	77287	0
IV	77288	77964	1
IV	77965	78424	0
IV	78425	79056	2
IV	79057	79292	0
IV	79293	80410	1
IV	80411	83546	0
IV	83547	83616	2
IV	83617	84268	0
IV	84269	85983	2
IV	85984	86205	0
IV	86206	87224	1
IV	87225	87510	0
IV	87511	87980	2
IV	87981	88246	0
IV	88247	89862	2
IV	89863	90174	0
IV	90175	92462	2
IV	92463	92760	0
IV	92761	93743	1
IV	93744	94603	0
IV	94604	95784	2
IV	95785	96080	0
IV	96081	97951	1
IV	97952	98473	0
IV	98474	99222	2
IV	99223	99559	0
IV	99560	100419	2
IV	100420	100499	0
IV	100500	101065	1
IV	101066	101288	0
IV	101289	103351	1
IV	103352	103647	0
IV	103648	104549	1
IV	104550	104915	0
IV	104916	106492	1
IV	106493	106739	0
IV	106740	107068	2
IV	107069	107206	0
IV	107207	111027	2
