<CHROM>	<START>	<END>	<TSB>
V	0	628	0
V	629	1110	2
V	1111	4183	0
V	4184	4868	1
V	4869	5112	3
V	5113	5343	2
V	5344	5479	3
V	5480	5711	1
V	5712	6124	0
V	6125	6462	2
V	6463	7228	0
V	7229	7551	1
V	7552	13718	0
V	13719	14413	2
V	14414	16353	0
V	16354	17843	2
V	17844	19587	0
V	19588	21095	2
V	21096	21535	0
V	21536	23229	1
V	23230	25644	0
V	25645	25976	1
V	25977	26187	0
V	26188	26665	1
V	26666	26774	3
V	26775	27204	2
V	27205	27655	0
V	27656	29541	2
V	29542	29795	0
V	29796	31237	1
V	31238	31692	0
V	31693	33464	1
V	33465	34405	0
V	34406	36252	2
V	36253	36533	0
V	36534	39535	1
V	39536	40044	0
V	40045	41951	1
V	41952	42398	0
V	42399	42622	1
V	42623	42650	0
V	42651	42958	2
V	42959	43250	0
V	43251	44923	2
V	44924	45018	0
V	45019	45719	1
V	45720	47166	0
V	47167	48371	2
V	48372	48469	0
V	48470	51537	1
V	51538	52148	0
V	52149	52318	1
V	52319	52719	0
V	52720	52906	1
V	52907	53216	3
V	53217	53253	2
V	53254	53899	0
V	53900	56100	1
V	56101	56569	0
V	56570	58098	2
V	58099	58376	0
V	58377	59146	2
V	59147	59547	0
V	59548	59668	2
V	59669	59738	3
V	59739	60849	1
V	60850	61350	0
V	61351	61431	2
V	61432	61697	0
V	61698	61787	2
V	61788	61888	0
V	61889	61958	1
V	61959	63726	0
V	63727	64088	2
V	64089	64707	0
V	64708	65165	1
V	65166	65383	0
V	65384	66795	1
V	66796	67627	0
V	67628	68790	1
V	68791	68838	0
V	68839	69263	1
V	69264	69755	0
V	69756	70255	2
V	70256	70476	0
V	70477	73346	2
V	73347	73769	0
V	73770	75325	2
V	75326	75942	0
V	75943	77429	2
V	77430	78051	0
V	78052	79454	2
V	79455	79634	0
V	79635	79975	1
V	79976	80460	0
V	80461	81143	2
V	81144	81405	0
V	81406	82601	1
V	82602	83048	0
V	83049	84550	1
V	84551	85043	0
V	85044	85543	1
V	85544	85611	0
V	85612	85674	1
V	85675	86147	3
V	86148	86177	1
V	86178	86213	3
V	86214	86596	2
V	86597	86602	0
V	86603	86683	2
V	86684	86935	0
V	86936	87038	2
V	87039	87199	3
V	87200	89850	2
