<CHROM>	<START>	<END>	<TSB>
VI	0	834	0
VI	835	1361	2
VI	1362	1435	0
VI	1436	2613	1
VI	2614	3028	0
VI	3029	3844	1
VI	3845	5064	0
VI	5065	5519	2
VI	5520	6424	0
VI	6425	7563	2
VI	7564	9543	0
VI	9544	10220	2
VI	10221	10299	0
VI	10300	10967	1
VI	10968	11361	0
VI	11362	12257	2
VI	12258	12927	0
VI	12928	13949	2
VI	13950	14303	0
VI	14304	15429	1
VI	15430	17002	0
VI	17003	18678	2
VI	18679	20845	0
VI	20846	22785	1
VI	22786	23421	0
VI	23422	25196	2
VI	25197	28230	0
VI	28231	29627	2
VI	29628	30056	0
VI	30057	30538	1
VI	30539	33270	0
VI	33271	35846	1
VI	35847	36801	0
VI	36802	38672	2
VI	38673	38841	0
VI	38842	40178	1
VI	40179	40419	0
VI	40420	42563	2
VI	42564	42813	0
VI	42814	43436	2
VI	43437	43626	0
VI	43627	44390	1
VI	44391	44653	0
VI	44654	45558	1
VI	45559	45718	0
VI	45719	47742	1
VI	47743	48732	0
VI	48733	48923	2
VI	48924	49137	0
VI	49138	51005	2
VI	51006	51348	0
VI	51349	52970	2
VI	52971	53258	0
VI	53259	54694	1
VI	54695	55364	0
VI	55365	55984	1
VI	55985	56334	0
VI	56335	57707	2
VI	57708	57813	0
VI	57814	58519	1
VI	58520	58780	0
VI	58781	62835	2
VI	62836	63014	0
VI	63015	63991	1
VI	63992	64241	0
VI	64242	64930	1
VI	64931	65475	0
VI	65476	68696	2
VI	68697	69113	0
VI	69114	74425	1
VI	74426	74870	0
VI	74871	76012	2
VI	76013	76113	3
VI	76114	76145	2
VI	76146	76829	0
VI	76830	77986	2
VI	77987	78053	0
VI	78054	79159	1
VI	79160	79342	0
VI	79343	80211	1
VI	80212	80417	0
VI	80418	81910	1
VI	81911	82578	0
VI	82579	83873	2
VI	83874	84143	0
VI	84144	87232	1
VI	87233	87845	0
VI	87846	90343	1
VI	90344	90984	0
VI	90985	93374	2
VI	93375	93497	0
VI	93498	95008	1
VI	95009	95759	0
VI	95760	95964	1
VI	95965	96613	3
VI	96614	97496	2
VI	97497	99229	0
VI	99230	99597	1
VI	99598	100250	0
VI	100251	100603	1
VI	100604	101374	0
VI	101375	101476	2
VI	101477	101626	0
VI	101627	103125	1
VI	103126	103697	0
VI	103698	103930	2
VI	103931	103981	0
VI	103982	104460	1
VI	104461	104699	0
VI	104700	106234	1
VI	106235	106413	0
VI	106414	106467	2
VI	106468	106730	3
VI	106731	106961	1
VI	106962	107254	0
VI	107255	107583	2
VI	107584	107797	0
VI	107798	107850	2
VI	107851	108600	3
VI	108601	109808	1
VI	109809	109928	3
VI	109929	110182	2
VI	110183	110645	0
VI	110646	111091	2
VI	111092	112343	0
VI	112344	113983	2
VI	113984	114988	0
VI	114989	115106	2
VI	115107	115272	3
VI	115273	115741	1
VI	115742	116143	0
VI	116144	118482	2
VI	118483	119427	0
VI	119428	123104	2
VI	123105	123477	0
VI	123478	129908	2
VI	129909	130332	0
VI	130333	130979	2
VI	130980	131059	0
VI	131060	131501	1
VI	131502	131808	0
VI	131809	134294	2
VI	134295	134519	0
VI	134520	137155	1
VI	137156	137484	0
VI	137485	137557	1
VI	137558	138202	0
VI	138203	143515	2
VI	143516	145112	0
VI	145113	146932	1
VI	146933	147129	0
VI	147130	148457	2
VI	148458	149108	0
VI	149109	149722	2
VI	149723	150014	0
VI	150015	152533	2
VI	152534	152655	0
VI	152656	153122	1
VI	153123	153391	0
VI	153392	154311	2
VI	154312	154525	0
VI	154526	155871	1
VI	155872	156143	0
VI	156144	157750	2
VI	157751	157914	0
VI	157915	158005	1
VI	158006	159297	0
VI	159298	160358	2
VI	160359	160533	0
VI	160534	161198	2
VI	161199	162226	0
VI	162227	162296	2
VI	162297	162486	0
VI	162487	164744	2
VI	164745	165065	0
VI	165066	166564	2
VI	166565	166726	0
VI	166727	166744	2
VI	166745	166914	3
VI	166915	167256	1
VI	167257	167435	0
VI	167436	167523	2
VI	167524	167886	0
VI	167887	168494	2
VI	168495	169222	0
VI	169223	169308	2
VI	169309	169920	0
VI	169921	172283	2
VI	172284	172535	0
VI	172536	173875	1
VI	173876	174263	0
VI	174264	176389	1
VI	176390	177040	0
VI	177041	180741	1
VI	180742	180972	0
VI	180973	181042	1
VI	181043	182272	0
VI	182273	182859	1
VI	182860	183129	0
VI	183130	184220	1
VI	184221	184500	0
VI	184501	191336	2
VI	191337	191511	0
VI	191512	191611	1
VI	191612	192735	0
VI	192736	193433	2
VI	193434	194810	0
VI	194811	196312	2
VI	196313	196831	0
VI	196832	199032	2
VI	199033	199297	0
VI	199298	199811	1
VI	199812	199872	0
VI	199873	201707	2
VI	201708	201958	0
VI	201959	203431	1
VI	203432	203741	0
VI	203742	204748	1
VI	204749	204922	0
VI	204923	204994	1
VI	204995	205746	0
VI	205747	206255	1
VI	206256	207450	0
VI	207451	208295	2
VI	208296	208411	0
VI	208412	210066	1
VI	210067	210617	0
VI	210618	210705	1
VI	210706	210935	0
VI	210936	212971	2
VI	212972	213310	0
VI	213311	216417	2
VI	216418	216592	0
VI	216593	220104	1
VI	220105	220505	0
VI	220506	221416	1
VI	221417	221712	0
VI	221713	221965	2
VI	221966	222088	0
VI	222089	222957	1
VI	222958	223256	0
VI	223257	223435	1
VI	223436	223708	0
VI	223709	223971	1
VI	223972	224324	0
VI	224325	224767	1
VI	224768	225018	0
VI	225019	225956	1
VI	225957	226020	0
VI	226021	226119	2
VI	226120	226307	3
VI	226308	226463	1
VI	226464	226686	0
VI	226687	226758	1
VI	226759	226961	0
VI	226962	227335	2
VI	227336	227449	0
VI	227450	227511	2
VI	227512	228099	3
VI	228100	229184	1
VI	229185	229378	0
VI	229379	231939	2
VI	231940	232010	0
VI	232011	233542	1
VI	233543	234240	0
VI	234241	237248	2
VI	237249	237366	0
VI	237367	238253	1
VI	238254	238456	0
VI	238457	239058	2
VI	239059	239112	0
VI	239113	239825	1
VI	239826	239990	0
VI	239991	241435	1
VI	241436	241996	0
VI	241997	242997	2
VI	242998	243072	0
VI	243073	244157	1
VI	244158	244277	0
VI	244278	245164	1
VI	245165	246144	0
VI	246145	248132	2
VI	248133	248521	0
VI	248522	248892	2
VI	248893	249064	0
VI	249065	249864	1
VI	249865	250161	0
VI	250162	251801	1
VI	251802	252503	0
VI	252504	253327	2
VI	253328	253427	0
VI	253428	255047	1
VI	255048	258853	0
VI	258854	259431	1
VI	259432	263955	0
VI	263956	264202	1
VI	264203	264323	3
VI	264324	265224	2
VI	265225	269059	0
VI	269060	269514	2
