<CHROM>	<START>	<END>	<TSB>
IX	0	844	0
IX	845	1326	2
IX	1327	8791	0
IX	8792	9153	1
IX	9154	9181	0
IX	9182	9694	2
IX	9695	11490	0
IX	11491	16139	2
IX	16140	16782	0
IX	16783	18258	1
IX	18259	18551	3
IX	18552	18710	2
IX	18711	19513	0
IX	19514	19842	2
IX	19843	19845	0
IX	19846	21218	2
IX	21219	23117	0
IX	23118	26104	1
IX	26105	30936	0
IX	30937	32564	1
IX	32565	33716	0
IX	33717	34075	1
IX	34076	34085	0
IX	34086	34684	1
IX	34685	36897	0
IX	36898	37250	1
IX	37251	37383	0
IX	37384	38981	2
IX	38982	39431	0
IX	39432	40138	2
IX	40139	40189	0
IX	40190	41442	1
IX	41443	41823	0
IX	41824	45950	2
IX	45951	46199	0
IX	46200	46813	2
IX	46814	46947	0
IX	46948	47290	1
IX	47291	47540	3
IX	47541	47971	2
IX	47972	48089	0
IX	48090	51304	2
IX	51305	51757	0
IX	51758	53706	1
IX	53707	53979	0
IX	53980	55019	1
IX	55020	55196	0
IX	55197	56377	2
IX	56378	56543	0
IX	56544	57250	2
IX	57251	57336	0
IX	57337	60692	1
IX	60693	61011	0
IX	61012	62726	1
IX	62727	63026	0
IX	63027	68065	1
IX	68066	68706	0
IX	68707	69526	2
IX	69527	69789	0
IX	69790	73451	1
IX	73452	74182	0
IX	74183	75771	1
IX	75772	76352	0
IX	76353	77281	1
IX	77282	78072	0
IX	78073	80147	2
IX	80148	80508	0
IX	80509	83039	1
IX	83040	83206	0
IX	83207	83300	1
IX	83301	83538	3
IX	83539	84883	2
IX	84884	85051	0
IX	85052	87835	2
IX	87836	87977	0
IX	87978	88714	1
IX	88715	89228	0
IX	89229	89713	1
IX	89714	89946	0
IX	89947	92786	1
IX	92787	93617	0
IX	93618	94798	2
IX	94799	95063	0
IX	95064	96373	1
IX	96374	96520	0
IX	96521	96723	1
IX	96724	97109	0
IX	97110	97244	2
IX	97245	97393	0
IX	97394	98328	2
IX	98329	98525	0
IX	98526	99414	1
IX	99415	99858	0
IX	99859	100499	1
IX	100500	100779	0
IX	100780	102233	1
IX	102234	102780	0
IX	102781	105674	2
IX	105675	106105	0
IX	106106	113235	1
IX	113236	113804	0
IX	113805	116902	2
IX	116903	117022	0
IX	117023	117642	1
IX	117643	117990	0
IX	117991	122069	2
IX	122070	122687	0
IX	122688	125731	2
IX	125732	126202	0
IX	126203	127095	2
IX	127096	128149	0
IX	128150	129579	2
IX	129580	130608	0
IX	130609	131663	2
IX	131664	132242	0
IX	132243	133870	2
IX	133871	134415	0
IX	134416	136106	2
IX	136107	136652	0
IX	136653	137875	1
IX	137876	139750	0
IX	139751	140445	2
IX	140446	140611	0
IX	140612	141567	1
IX	141568	142926	0
IX	142927	144083	2
IX	144084	144266	0
IX	144267	144325	2
IX	144326	144637	3
IX	144638	148707	1
IX	148708	149141	0
IX	149142	149986	1
IX	149987	150557	0
IX	150558	151186	2
IX	151187	151593	0
IX	151594	154844	2
IX	154845	155309	0
IX	155310	155763	2
IX	155764	156043	0
IX	156044	157176	2
IX	157177	157383	0
IX	157384	160163	1
IX	160164	160885	0
IX	160886	162975	2
IX	162976	163276	0
IX	163277	165759	1
IX	165760	166413	0
IX	166414	167442	2
IX	167443	167579	0
IX	167580	167662	1
IX	167663	167802	3
IX	167803	169639	1
IX	169640	169980	0
IX	169981	171503	1
IX	171504	171749	0
IX	171750	173026	2
IX	173027	173363	0
IX	173364	173590	1
IX	173591	174580	0
IX	174581	174885	1
IX	174886	175029	0
IX	175030	175101	2
IX	175102	175305	0
IX	175306	177248	1
IX	177249	177341	0
IX	177342	177371	1
IX	177372	177679	3
IX	177680	177724	2
IX	177725	178002	0
IX	178003	179651	2
IX	179652	179770	0
IX	179771	180237	1
IX	180238	180425	0
IX	180426	181975	2
IX	181976	182115	0
IX	182116	183125	1
IX	183126	183438	0
IX	183439	183511	1
IX	183512	183935	0
IX	183936	186367	2
IX	186368	186515	0
IX	186516	187630	1
IX	187631	187988	0
IX	187989	188782	1
IX	188783	189064	0
IX	189065	190965	2
IX	190966	191028	0
IX	191029	193193	1
IX	193194	193593	0
IX	193594	195068	2
IX	195069	195597	0
IX	195598	196214	2
IX	196215	197590	0
IX	197591	197661	2
IX	197662	197929	0
IX	197930	199401	1
IX	199402	199644	0
IX	199645	200117	1
IX	200118	200151	0
IX	200152	200459	1
