<CHROM>	<START>	<END>	<TSB>
XIV	0	732	0
XIV	733	1214	2
XIV	1215	1515	0
XIV	1516	2090	2
XIV	2091	6559	0
XIV	6560	6717	2
XIV	6718	7163	0
XIV	7164	7417	2
XIV	7418	8328	0
XIV	8329	9473	2
XIV	9474	11450	0
XIV	11451	12127	2
XIV	12128	12206	0
XIV	12207	12874	1
XIV	12875	13265	0
XIV	13266	14161	2
XIV	14162	14830	0
XIV	14831	15852	2
XIV	15853	16116	0
XIV	16117	17246	1
XIV	17247	17999	0
XIV	18000	19300	1
XIV	19301	19539	0
XIV	19540	22631	1
XIV	22632	22832	0
XIV	22833	23272	1
XIV	23273	24046	0
XIV	24047	27171	2
XIV	27172	27335	0
XIV	27336	28345	1
XIV	28346	28737	0
XIV	28738	31048	1
XIV	31049	31376	3
XIV	31377	31443	2
XIV	31444	31942	0
XIV	31943	33186	2
XIV	33187	33292	0
XIV	33293	34233	1
XIV	34234	34694	0
XIV	34695	37420	2
XIV	37421	37698	0
XIV	37699	38552	2
XIV	38553	38640	0
XIV	38641	38705	2
XIV	38706	39080	3
XIV	39081	40327	1
XIV	40328	40617	0
XIV	40618	42014	2
XIV	42015	42069	0
XIV	42070	43073	1
XIV	43074	43322	0
XIV	43323	44278	1
XIV	44279	44445	0
XIV	44446	45212	2
XIV	45213	45306	0
XIV	45307	48020	1
XIV	48021	48285	0
XIV	48286	49214	2
XIV	49215	49395	0
XIV	49396	51686	1
XIV	51687	51905	0
XIV	51906	52429	1
XIV	52430	52660	0
XIV	52661	53922	2
XIV	53923	54120	0
XIV	54121	55895	1
XIV	55896	56444	0
XIV	56445	57571	1
XIV	57572	58153	0
XIV	58154	58806	2
XIV	58807	58896	0
XIV	58897	59789	1
XIV	59790	60295	0
XIV	60296	61855	2
XIV	61856	61956	0
XIV	61957	62941	1
XIV	62942	63568	0
XIV	63569	64560	1
XIV	64561	65742	0
XIV	65743	66050	2
XIV	66051	66515	0
XIV	66516	68443	2
XIV	68444	68913	0
XIV	68914	71441	2
XIV	71442	71671	0
XIV	71672	76271	1
XIV	76272	76581	3
XIV	76582	76585	2
XIV	76586	76944	0
XIV	76945	78518	2
XIV	78519	78657	0
XIV	78658	80258	1
XIV	80259	80638	0
XIV	80639	82539	2
XIV	82540	82804	0
XIV	82805	84015	2
XIV	84016	84167	0
XIV	84168	85813	1
XIV	85814	86216	0
XIV	86217	87238	2
XIV	87239	87895	0
XIV	87896	88734	2
XIV	88735	89208	0
XIV	89209	89304	2
XIV	89305	90301	0
XIV	90302	91422	2
XIV	91423	91992	0
XIV	91993	94799	2
