<CHROM>	<START>	<END>	<TSB>
I	0	333	0
I	334	790	2
I	791	1805	0
I	1806	2167	1
I	2168	2478	0
I	2479	2705	2
I	2706	7233	0
I	7234	9014	1
I	9015	10089	0
I	10090	10397	2
I	10398	11563	0
I	11564	11949	1
I	11950	12044	0
I	12045	12424	2
I	12425	13361	0
I	13362	13741	1
I	13742	21564	0
I	21565	21848	2
I	21849	22393	0
I	22394	22683	1
I	22684	23998	0
I	23999	27966	1
I	27967	31565	0
I	31566	32938	2
I	32939	33446	0
I	33447	34699	2
I	34700	35153	0
I	35154	36301	2
I	36302	36494	0
I	36495	36507	1
I	36508	36916	3
I	36917	37145	2
I	37146	37462	0
I	37463	38694	2
I	38695	38970	3
I	38971	39044	1
I	39045	39257	0
I	39258	41899	2
I	41900	42175	0
I	42176	42717	2
I	42718	42879	0
I	42880	45020	1
I	45021	45897	0
I	45898	48248	2
I	48249	48562	0
I	48563	51705	2
I	51706	51853	0
I	51854	52593	1
I	52594	52799	0
I	52800	54582	1
I	54583	54787	3
I	54788	54911	2
I	54912	54987	0
I	54988	56855	1
I	56856	57027	0
I	57028	57383	1
I	57384	57486	0
I	57487	57516	1
I	57517	57794	3
I	57795	57848	2
I	57849	57948	0
I	57949	58460	1
I	58461	58693	0
I	58694	61050	1
I	61051	61229	0
I	61230	61314	1
I	61315	61606	3
I	61607	62561	2
I	62562	62838	0
I	62839	65402	2
I	65403	65776	0
I	65777	67518	1
I	67519	68714	0
I	68715	69523	1
I	69524	71784	0
I	71785	72324	2
I	72325	73286	3
I	73287	73298	1
I	73299	73424	0
I	73425	73516	1
I	73517	74018	0
I	74019	74821	2
I	74822	75041	0
I	75042	76150	1
I	76151	76425	0
I	76426	79433	2
I	79434	79487	0
I	79488	79716	1
I	79717	79840	3
I	79841	80585	2
I	80586	80708	0
I	80709	81949	1
I	81950	82704	0
I	82705	83225	2
I	83226	83333	0
I	83334	84472	1
I	84473	84667	0
I	84668	84747	2
I	84748	84975	3
I	84976	87029	1
I	87030	87284	0
I	87285	87750	2
I	87751	87853	0
I	87854	92268	1
I	92269	92898	0
I	92899	94484	2
I	94485	94685	0
I	94686	95384	2
I	95385	95470	3
I	95471	99303	1
I	99304	99695	3
I	99696	99866	2
I	99867	100223	0
I	100224	101143	1
I	101144	101563	0
I	101564	105870	1
I	105871	106270	0
I	106271	108549	1
I	108550	108875	0
I	108876	110428	1
I	110429	110844	0
I	110845	113357	1
I	113358	113612	0
I	113613	114248	1
I	114249	114613	3
I	114614	114817	2
I	114818	114917	0
I	114918	118312	2
I	118313	118562	0
I	118563	119539	1
I	119540	120223	0
I	120224	124293	2
I	124294	124305	0
I	124306	124490	1
I	124491	124753	0
I	124754	124877	1
I	124878	125067	3
I	125068	126784	2
I	126785	126901	0
I	126902	128100	1
I	128101	128250	0
I	128251	129017	1
I	129018	129268	0
I	129269	130485	2
I	130486	130797	0
I	130798	131981	2
I	131982	132197	0
I	132198	134074	2
I	134075	134182	0
I	134183	135663	1
I	135664	135852	0
I	135853	136631	2
I	136632	136912	0
I	136913	137508	2
I	137509	137696	0
I	137697	138343	1
I	138344	139150	0
I	139151	139252	2
I	139253	139501	0
I	139502	140758	1
I	140759	141405	3
I	141406	141429	1
I	141430	142172	0
I	142173	143158	2
I	143159	143705	0
I	143706	147529	2
I	147530	147592	0
I	147593	151164	1
I	151165	152255	0
I	152256	153874	2
I	153875	154063	0
I	154064	154722	1
I	154723	155003	0
I	155004	156283	2
I	156284	156752	0
I	156753	158617	1
I	158618	158964	0
I	158965	159791	2
I	159792	160595	0
I	160596	164185	1
I	164186	164542	0
I	164543	165864	1
I	165865	166265	0
I	166266	166337	2
I	166338	166740	0
I	166741	168869	1
I	168870	169373	0
I	169374	170293	2
I	170294	170394	0
I	170395	171701	1
I	171702	172209	0
I	172210	174996	1
I	174997	175133	3
I	175134	175328	2
I	175329	176854	0
I	176855	177021	1
I	177022	179279	0
I	179280	179818	1
I	179819	181139	0
I	181140	181252	2
I	181253	182520	0
I	182521	182601	1
I	182602	183768	0
I	183769	184475	2
I	184476	184890	0
I	184891	185594	2
I	185595	186319	0
I	186320	186510	2
I	186511	186543	3
I	186544	186834	1
I	186835	186851	3
I	186852	187730	2
I	187731	188105	0
I	188106	188809	2
I	188810	190191	0
I	190192	192254	2
I	192255	192335	0
I	192336	192415	1
I	192416	192617	0
I	192618	196183	2
I	196184	201465	0
I	201466	201785	1
I	201786	203401	0
I	203402	208014	2
I	208015	208365	0
I	208366	208661	2
I	208662	217155	0
I	217156	217490	1
I	217491	218138	0
I	218139	219143	2
I	219144	220196	0
I	220197	220495	2
I	220496	221047	0
I	221048	221658	2
I	221659	222404	0
I	222405	222889	2
I	222890	224009	0
I	224010	224302	1
I	224303	224561	0
I	224562	224860	1
I	224861	225458	0
I	225459	226861	2
I	226862	227740	0
I	227741	229315	2
