<CHROM>	<START>	<END>	<TSB>
XIII	0	825	0
XIII	826	1307	2
XIII	1308	1608	0
XIII	1609	2183	2
XIII	2184	7242	0
XIII	7243	8381	2
XIII	8382	10196	0
XIII	10197	11293	2
XIII	11294	11481	0
XIII	11482	13172	1
XIII	13173	14539	0
XIII	14540	14751	1
XIII	14752	15133	0
XIII	15134	16674	1
XIII	16675	17062	0
XIII	17063	18807	2
XIII	18808	19058	0
XIII	19059	20533	1
XIII	20534	20759	0
XIII	20760	21697	1
XIII	21698	22046	0
XIII	22047	23681	1
XIII	23682	24035	0
XIII	24036	25798	1
XIII	25799	26036	0
XIII	26037	26416	1
XIII	26417	26928	0
XIII	26929	27860	2
XIII	27861	28264	0
XIII	28265	29805	1
XIII	29806	30609	0
XIII	30610	31682	2
XIII	31683	32332	0
XIII	32333	33849	2
XIII	33850	34241	0
XIII	34242	37772	2
XIII	37773	38194	0
XIII	38195	39822	2
XIII	39823	40185	0
XIII	40186	41792	1
XIII	41793	42041	0
XIII	42042	43573	1
XIII	43574	44043	0
XIII	44044	44789	2
XIII	44790	45061	0
XIII	45062	45951	2
XIII	45952	46940	0
XIII	46941	49702	2
XIII	49703	50029	0
XIII	50030	50952	1
XIII	50953	51638	0
XIII	51639	54466	2
XIII	54467	54791	0
XIII	54792	55108	2
XIII	55109	55263	0
XIII	55264	56267	1
XIII	56268	56771	0
XIII	56772	57451	2
XIII	57452	57864	0
XIII	57865	58685	1
XIII	58686	58937	0
XIII	58938	62320	1
XIII	62321	62580	0
XIII	62581	67547	1
XIII	67548	67766	0
XIII	67767	67936	1
XIII	67937	68292	0
XIII	68293	69407	2
XIII	69408	69698	3
XIII	69699	69724	1
XIII	69725	69733	0
XIII	69734	70086	1
XIII	70087	70136	0
XIII	70137	70309	2
XIII	70310	70622	0
XIII	70623	73918	2
XIII	73919	74227	0
XIII	74228	74396	2
XIII	74397	74556	3
XIII	74557	77038	1
XIII	77039	77265	0
XIII	77266	77768	2
XIII	77769	78333	0
XIII	78334	79688	1
XIII	79689	79907	0
XIII	79908	81479	2
XIII	81480	81484	3
XIII	81485	82111	1
XIII	82112	82217	0
XIII	82218	82273	1
XIII	82274	82618	3
XIII	82619	82847	2
XIII	82848	83088	0
XIII	83089	85787	2
XIII	85788	85985	0
XIII	85986	86737	1
XIII	86738	87121	0
XIII	87122	90729	1
XIII	90730	90742	0
XIII	90743	91039	2
XIII	91040	91128	3
XIII	91129	91407	1
XIII	91408	91968	0
XIII	91969	92025	2
XIII	92026	92233	0
XIII	92234	94239	2
XIII	94240	94429	0
XIII	94430	95367	1
XIII	95368	95789	0
XIII	95790	97369	1
XIII	97370	97939	0
XIII	97940	99398	1
XIII	99399	99487	0
XIII	99488	99792	2
XIII	99793	99795	3
XIII	99796	101048	1
XIII	101049	101860	0
XIII	101861	103809	2
XIII	103810	103981	0
XIII	103982	104160	1
XIII	104161	104775	0
XIII	104776	108530	2
XIII	108531	108804	0
XIII	108805	110075	2
XIII	110076	110245	0
XIII	110246	110850	2
XIII	110851	111000	0
XIII	111001	111548	2
XIII	111549	111863	0
XIII	111864	112342	2
XIII	112343	112511	0
XIII	112512	115345	1
XIII	115346	115732	0
XIII	115733	118896	1
XIII	118897	120087	0
XIII	120088	121322	1
XIII	121323	123225	0
XIII	123226	124170	1
XIII	124171	124728	0
XIII	124729	129365	1
XIII	129366	129747	0
XIII	129748	131570	1
XIII	131571	131823	0
XIII	131824	131894	1
XIII	131895	133473	0
XIII	133474	135227	2
XIII	135228	135498	0
XIII	135499	137156	2
XIII	137157	137548	0
XIII	137549	138942	2
XIII	138943	139061	0
XIII	139062	140212	1
XIII	140213	140422	0
XIII	140423	141531	1
XIII	141532	142208	0
XIII	142209	144952	2
XIII	144953	145137	0
XIII	145138	145874	1
XIII	145875	146480	0
XIII	146481	147247	2
XIII	147248	147503	0
XIII	147504	148681	1
XIII	148682	148951	0
XIII	148952	151530	1
XIII	151531	151869	0
XIII	151870	152999	2
XIII	153000	153217	0
XIII	153218	158256	1
XIII	158257	158758	0
XIII	158759	158964	2
XIII	158965	159381	0
XIII	159382	159695	2
XIII	159696	160021	0
XIII	160022	160178	1
XIII	160179	160410	3
XIII	160411	161992	2
XIII	161993	162192	0
XIII	162193	164174	1
XIII	164175	164788	0
XIII	164789	165324	2
XIII	165325	165531	0
XIII	165532	167306	1
XIII	167307	167621	0
XIII	167622	167779	1
XIII	167780	168793	0
XIII	168794	168881	2
XIII	168882	169114	0
XIII	169115	169752	1
XIII	169753	170400	0
XIII	170401	171308	2
XIII	171309	171592	0
XIII	171593	172899	2
XIII	172900	173137	0
XIII	173138	174072	2
XIII	174073	174218	0
XIII	174219	178303	1
XIII	178304	178424	0
XIII	178425	179635	2
XIII	179636	179891	0
XIII	179892	180015	2
XIII	180016	180256	3
XIII	180257	181073	1
XIII	181074	181472	0
XIII	181473	183361	2
XIII	183362	183896	0
XIII	183897	183966	1
XIII	183967	184459	0
XIII	184460	189727	2
XIII	189728	190242	0
XIII	190243	191765	1
XIII	191766	192786	0
XIII	192787	194798	2
XIII	194799	194911	0
XIII	194912	195753	1
XIII	195754	196066	0
XIII	196067	196168	1
XIII	196169	196626	0
XIII	196627	201894	2
XIII	201895	202773	0
XIII	202774	204101	1
XIII	204102	204384	0
XIII	204385	205406	1
XIII	205407	205640	0
XIII	205641	206291	2
XIII	206292	206426	0
XIII	206427	208858	1
XIII	208859	209426	0
XIII	209427	209523	1
XIII	209524	209824	3
XIII	209825	212153	2
XIII	212154	212513	0
XIII	212514	213928	1
XIII	213929	214084	0
XIII	214085	214187	1
XIII	214188	214419	3
XIII	214420	216154	2
XIII	216155	216433	0
XIII	216434	216912	2
XIII	216913	217360	0
XIII	217361	219876	2
XIII	219877	220136	0
XIII	220137	220726	2
XIII	220727	221404	0
XIII	221405	222561	2
XIII	222562	222985	0
XIII	222986	223826	1
XIII	223827	224404	0
XIII	224405	225363	1
XIII	225364	225887	0
XIII	225888	226695	2
XIII	226696	226992	0
XIII	226993	228662	1
XIII	228663	228935	0
XIII	228936	229498	2
XIII	229499	229732	0
XIII	229733	230811	1
XIII	230812	231147	0
XIII	231148	233141	2
XIII	233142	233455	0
XIII	233456	234453	2
XIII	234454	234769	0
XIII	234770	235950	1
XIII	235951	236586	0
XIII	236587	238729	2
XIII	238730	239456	0
XIII	239457	241534	1
XIII	241535	241987	0
XIII	241988	243027	1
XIII	243028	243223	0
XIII	243224	244062	2
XIII	244063	244147	0
XIII	244148	245535	2
XIII	245536	245901	3
XIII	245902	245912	1
XIII	245913	246114	0
XIII	246115	246749	2
XIII	246750	246893	0
XIII	246894	247426	1
XIII	247427	247675	0
XIII	247676	250673	2
XIII	250674	250866	3
XIII	250867	250909	2
XIII	250910	250999	1
XIII	251000	251302	0
XIII	251303	251514	1
XIII	251515	251837	0
XIII	251838	252988	1
XIII	252989	253160	0
XIII	253161	253270	1
XIII	253271	253846	0
XIII	253847	255798	2
XIII	255799	256090	0
XIII	256091	258414	1
XIII	258415	259156	0
XIII	259157	259237	1
XIII	259238	260219	0
XIII	260220	261607	2
XIII	261608	261703	0
XIII	261704	262683	1
XIII	262684	263481	0
XIII	263482	264353	2
XIII	264354	264539	0
XIII	264540	266752	2
XIII	266753	267172	0
XIII	267173	267798	2
XIII	267799	269017	0
XIII	269018	271134	1
XIII	271135	271345	0
XIII	271346	271575	1
XIII	271576	272191	0
XIII	272192	272661	2
XIII	272662	273116	0
XIII	273117	273712	2
XIII	273713	274015	0
XIII	274016	275550	2
XIII	275551	276043	0
XIII	276044	277209	2
XIII	277210	277559	0
XIII	277560	279679	1
XIII	279680	279958	0
XIII	279959	280338	2
XIII	280339	280588	0
XIII	280589	282582	1
XIII	282583	284100	0
XIII	284101	284639	2
XIII	284640	285098	0
XIII	285099	286315	2
XIII	286316	288077	0
XIII	288078	289702	2
XIII	289703	290799	0
XIII	290800	290870	2
XIII	290871	291132	0
XIII	291133	294965	2
XIII	294966	295177	0
XIII	295178	296736	1
XIII	296737	297276	0
XIII	297277	297362	2
XIII	297363	297504	0
XIII	297505	297591	2
XIII	297592	297723	0
XIII	297724	297831	2
XIII	297832	297916	0
XIII	297917	298004	2
XIII	298005	298136	0
XIII	298137	298223	2
XIII	298224	298305	0
XIII	298306	298410	2
XIII	298411	298552	0
XIII	298553	298649	2
XIII	298650	298866	0
XIII	298867	300425	2
XIII	300426	300867	0
XIII	300868	302483	1
XIII	302484	303234	0
XIII	303235	305591	1
XIII	305592	307487	0
XIII	307488	308680	2
XIII	308681	310206	0
XIII	310207	311750	2
XIII	311751	312154	0
XIII	312155	315003	2
XIII	315004	315375	0
XIII	315376	316901	2
XIII	316902	317163	0
XIII	317164	318416	1
XIII	318417	318678	0
XIII	318679	319175	2
XIII	319176	319435	0
XIII	319436	321015	1
XIII	321016	321145	0
XIII	321146	321217	1
XIII	321218	321873	0
XIII	321874	323045	2
XIII	323046	323298	0
XIII	323299	324185	2
XIII	324186	324234	0
XIII	324235	325433	1
XIII	325434	325875	0
XIII	325876	327287	2
XIII	327288	327480	0
XIII	327481	328580	2
XIII	328581	328658	0
XIII	328659	330229	1
XIII	330230	330791	0
XIII	330792	331921	2
XIII	331922	332210	0
XIII	332211	334707	1
XIII	334708	334741	3
XIII	334742	335033	2
XIII	335034	335296	0
XIII	335297	337305	2
XIII	337306	337311	0
XIII	337312	337601	2
XIII	337602	337786	0
XIII	337787	339275	2
XIII	339276	339416	0
XIII	339417	340720	1
XIII	340721	341140	0
XIII	341141	341673	2
XIII	341674	341854	0
XIII	341855	343518	1
XIII	343519	344401	0
XIII	344402	346515	1
XIII	346516	347509	0
XIII	347510	348258	1
XIII	348259	348642	0
XIII	348643	349520	1
XIII	349521	350379	0
XIII	350380	350861	2
XIII	350862	350964	0
XIII	350965	351971	1
XIII	351972	352278	0
XIII	352279	352368	2
XIII	352369	352601	0
XIII	352602	353134	2
XIII	353135	353869	0
XIII	353870	354729	2
XIII	354730	355382	0
XIII	355383	356809	2
XIII	356810	357357	0
XIII	357358	362625	1
XIII	362626	362700	0
XIII	362701	362828	2
XIII	362829	363062	0
XIII	363063	363133	2
XIII	363134	363362	0
XIII	363363	366703	1
XIII	366704	366979	0
XIII	366980	367932	2
XIII	367933	368092	0
XIII	368093	370515	1
XIII	370516	372443	0
XIII	372444	372516	1
XIII	372517	373055	0
XIII	373056	378323	1
XIII	378324	379301	0
XIII	379302	379406	1
XIII	379407	379584	0
XIII	379585	380067	2
XIII	380068	380198	3
XIII	380199	382896	1
XIII	382897	383301	0
XIII	383302	385973	2
XIII	385974	386099	0
XIII	386100	387019	1
XIII	387020	387313	0
XIII	387314	388242	1
XIII	388243	388357	0
XIII	388358	388728	1
XIII	388729	388820	0
XIII	388821	390730	2
XIII	390731	391097	0
XIII	391098	391483	2
XIII	391484	391530	0
XIII	391531	392513	1
XIII	392514	392753	0
XIII	392754	394786	2
XIII	394787	395052	0
XIII	395053	396377	1
XIII	396378	397075	0
XIII	397076	397794	2
XIII	397795	397901	0
XIII	397902	399457	2
XIII	399458	399700	0
XIII	399701	401214	2
XIII	401215	401539	0
XIII	401540	404235	2
XIII	404236	404321	0
XIII	404322	405571	1
XIII	405572	406302	0
XIII	406303	407582	2
XIII	407583	407707	0
XIII	407708	408564	2
XIII	408565	409152	0
XIII	409153	410624	2
XIII	410625	410760	0
XIII	410761	411263	1
XIII	411264	411567	0
XIII	411568	412118	2
XIII	412119	412266	0
XIII	412267	412871	1
XIII	412872	413034	0
XIII	413035	413471	1
XIII	413472	413980	0
XIII	413981	415686	2
XIII	415687	416034	3
XIII	416035	416051	1
XIII	416052	416194	0
XIII	416195	420027	1
XIII	420028	420586	0
XIII	420587	420659	1
XIII	420660	421482	0
XIII	421483	422147	1
XIII	422148	422501	0
XIII	422502	424726	1
XIII	424727	424987	0
XIII	424988	426057	2
XIII	426058	426710	0
XIII	426711	429625	1
XIII	429626	430077	0
XIII	430078	431093	1
XIII	431094	431767	0
XIII	431768	432123	1
XIII	432124	434786	0
XIII	434787	435913	2
XIII	435914	436626	0
XIII	436627	437414	2
XIII	437415	437489	0
XIII	437490	438787	2
XIII	438788	439206	0
XIII	439207	442024	2
XIII	442025	442088	3
XIII	442089	442362	1
XIII	442363	442525	0
XIII	442526	443379	2
XIII	443380	443412	0
XIII	443413	445100	1
XIII	445101	445607	0
XIII	445608	448084	1
XIII	448085	449243	0
XIII	449244	449926	2
XIII	449927	450056	0
XIII	450057	451363	1
XIII	451364	451630	0
XIII	451631	453477	1
XIII	453478	454013	0
XIII	454014	455554	2
XIII	455555	455823	0
XIII	455824	457259	2
XIII	457260	457283	0
XIII	457284	457957	1
XIII	457958	458406	0
XIII	458407	459299	2
XIII	459300	459422	0
XIII	459423	460525	1
XIII	460526	460769	0
XIII	460770	462607	1
XIII	462608	463552	0
XIII	463553	463623	2
XIII	463624	463932	0
XIII	463933	464825	1
XIII	464826	466298	0
XIII	466299	468160	2
XIII	468161	468443	0
XIII	468444	469474	1
XIII	469475	469846	0
XIII	469847	472350	1
XIII	472351	472900	0
XIII	472901	473262	1
XIII	473263	473418	0
XIII	473419	475451	1
XIII	475452	475895	0
XIII	475896	477604	1
XIII	477605	478062	0
XIII	478063	478256	2
XIII	478257	478299	0
XIII	478300	480188	1
XIII	480189	480619	0
XIII	480620	480691	1
XIII	480692	483012	0
XIII	483013	483359	2
XIII	483360	484082	0
XIII	484083	486145	2
XIII	486146	486585	0
XIII	486586	490244	2
XIII	490245	490392	0
XIII	490393	491990	1
XIII	491991	492402	0
XIII	492403	493790	1
XIII	493791	494098	0
XIII	494099	494493	1
XIII	494494	494997	0
XIII	494998	496280	2
XIII	496281	496341	0
XIII	496342	497447	1
XIII	497448	497702	0
XIII	497703	499207	2
XIII	499208	499454	0
XIII	499455	500686	1
XIII	500687	501248	0
XIII	501249	501889	1
XIII	501890	502142	0
XIII	502143	502732	1
XIII	502733	504893	0
XIII	504894	505006	2
XIII	505007	505331	0
XIII	505332	507368	2
XIII	507369	507500	0
XIII	507501	509278	1
XIII	509279	509732	0
XIII	509733	510346	1
XIII	510347	510699	0
XIII	510700	511073	1
XIII	511074	511313	0
XIII	511314	511567	2
XIII	511568	513591	0
XIII	513592	513959	2
XIII	513960	514454	0
XIII	514455	517285	2
XIII	517286	517537	0
XIII	517538	520444	2
XIII	520445	520759	0
XIII	520760	521787	1
XIII	521788	522327	0
XIII	522328	523343	1
XIII	523344	523694	0
XIII	523695	527497	2
XIII	527498	527802	0
XIII	527803	531815	2
XIII	531816	532117	0
XIII	532118	533025	2
XIII	533026	533161	0
XIII	533162	534696	1
XIII	534697	534942	0
