<CHROM>	<START>	<END>	<TSB>
Y	0	2654894	0
Y	2654895	2655738	1
Y	2655739	2709525	0
Y	2709526	2735307	2
Y	2735308	2803110	0
Y	2803111	2850545	2
Y	2850546	3447080	0
Y	3447081	3448080	2
Y	3448081	4868265	0
Y	4868266	5306689	2
Y	5306690	5312603	3
Y	5312604	5610263	2
Y	5610264	6114262	0
Y	6114263	6117052	2
Y	6117053	6733957	0
Y	6733958	6742066	1
Y	6742067	6778725	0
Y	6778726	6959722	2
Y	6959723	9175071	0
Y	9175072	9177885	2
Y	9177886	9195404	0
Y	9195405	9218477	2
Y	9218478	9236028	0
Y	9236029	9293010	2
Y	9293011	9307355	3
Y	9307356	9324920	1
Y	9324921	9327687	3
Y	9327688	9344174	1
Y	9344175	9365487	0
Y	9365488	9368283	2
Y	9368284	9374239	0
Y	9374240	9384691	1
Y	9384692	14813158	0
Y	14813159	14972762	2
Y	14972763	15016017	0
Y	15016018	15032388	2
Y	15032389	15360257	0
Y	15360258	15418465	1
Y	15418466	15429179	3
Y	15429180	15592551	1
Y	15592552	15815445	0
Y	15815446	15817902	2
Y	15817903	16097650	0
Y	16097651	16098391	1
Y	16098392	16168095	0
Y	16168096	16168836	2
Y	16168837	16634630	0
Y	16634631	16957528	2
Y	16957529	19989288	0
Y	19989289	19992098	1
Y	19992099	20137665	0
Y	20137666	20140475	2
Y	20140476	20708555	0
Y	20708556	20750847	2
Y	20750848	20893324	0
Y	20893325	20935619	1
Y	20935620	21737893	0
Y	21737894	21738066	1
Y	21738067	21867299	0
Y	21867300	21906823	1
Y	21906824	22737609	0
Y	22737610	22755038	2
Y	22755039	22918048	0
Y	22918049	22942916	2
Y	22942917	23544838	0
Y	23544839	23548244	1
Y	23548245	23673222	0
Y	23673223	23711210	2
Y	23711211	24026221	0
Y	24026222	24064212	1
Y	24064213	24217901	0
Y	24217902	24242152	1
Y	24242153	24314687	0
Y	24314688	24329127	1
Y	24329128	24454968	0
Y	24454969	24564026	2
Y	24564027	24636542	0
Y	24636543	24660782	2
Y	24660783	25119964	0
Y	25119965	25151610	2
Y	25151611	25275500	0
Y	25275501	25345239	1
Y	25345240	25365592	0
Y	25365593	25437501	2
Y	25437502	25847477	0
Y	25847478	25850590	2
Y	25850591	26191374	0
Y	26191375	26194164	1
Y	26194165	26753705	0
Y	26753706	26785352	2
Y	26785353	26909214	0
Y	26909215	26959624	1
Y	26959625	26980006	0
Y	26980007	27053181	2
Y	27053182	27177046	0
Y	27177047	27208693	1
Y	27208694	27768262	0
Y	27768263	27771047	2
Y	27771048	28111774	0
Y	28111775	28114887	1
