ENSMUSG00000090487	ENSMUST00000170521	14	1	3030002	3038762	Gm2888	protein_coding
ENSMUSG00000079410	ENSMUST00000166494	14	1	3049285	3076840	Gm2897	protein_coding
ENSMUSG00000079410	ENSMUST00000112820	14	1	3049305	3072759	Gm2897	protein_coding
ENSMUSG00000071613	ENSMUST00000170790	14	1	3133997	3141609	Gm10340	protein_coding
ENSMUSG00000071613	ENSMUST00000096177	14	1	3134899	3195623	Gm10340	protein_coding
ENSMUSG00000079409	ENSMUST00000100920	14	1	3188255	3196667	Gm5795	protein_coding
ENSMUSG00000079409	ENSMUST00000171150	14	1	3188313	3196681	Gm5795	protein_coding
ENSMUSG00000079409	ENSMUST00000166275	14	1	3188318	3191292	Gm5795	protein_coding
ENSMUSG00000079408	ENSMUST00000169218	14	1	3214539	3233523	D830030K20Rik	protein_coding
ENSMUSG00000092101	ENSMUST00000170258	14	1	3224373	3350440	Gm2956	protein_coding
ENSMUSG00000079407	ENSMUST00000168543	14	1	3262351	3263728	1700110I01Rik	protein_coding
ENSMUSG00000079407	ENSMUST00000112812	14	1	3262413	3305842	1700110I01Rik	protein_coding
ENSMUSG00000079407	ENSMUST00000112775	14	1	3298562	3305075	1700110I01Rik	protein_coding
ENSMUSG00000092101	ENSMUST00000168091	14	1	3332638	3354810	Gm2956	protein_coding
ENSMUSG00000079406	ENSMUST00000100915	14	1	3438335	3503856	Gm1973	protein_coding
ENSMUSG00000079405	ENSMUST00000112809	14	1	3443185	3536162	AC195488.1	protein_coding
ENSMUSG00000092108	ENSMUST00000164328	14	1	3453822	3456162	Gm2963	protein_coding
ENSMUSG00000092108	ENSMUST00000167757	14	1	3453822	3538524	Gm2963	protein_coding
ENSMUSG00000079404	ENSMUST00000112807	14	1	3609811	3650049	Gm11109	protein_coding
ENSMUSG00000091840	ENSMUST00000165585	14	1	3677734	3699931	Gm3005	protein_coding
ENSMUSG00000079399	ENSMUST00000112797	14	1	3677734	3935339	Gm3002	protein_coding
ENSMUSG00000079399	ENSMUST00000166695	14	1	3677734	3936396	Gm3002	protein_coding
ENSMUSG00000091840	ENSMUST00000169281	14	1	3692324	3695561	Gm3005	protein_coding
ENSMUSG00000079403	ENSMUST00000112802	14	1	3740223	3748654	Gm3012	protein_coding
ENSMUSG00000079403	ENSMUST00000166634	14	1	3740286	3743259	Gm3012	protein_coding
ENSMUSG00000079402	ENSMUST00000167430	14	1	3757741	3778926	Gm3020	protein_coding
ENSMUSG00000079402	ENSMUST00000112801	14	1	3773229	3775565	Gm3020	protein_coding
ENSMUSG00000090364	ENSMUST00000170639	14	1	3794494	3803711	Gm3043	protein_coding
ENSMUSG00000079399	ENSMUST00000170480	14	1	3915785	3936396	Gm3002	protein_coding
ENSMUSG00000079398	ENSMUST00000112794	14	1	3950019	3952099	Gm3033	protein_coding
ENSMUSG00000079398	ENSMUST00000112795	14	1	3950019	3952175	Gm3033	protein_coding
ENSMUSG00000079398	ENSMUST00000112792	14	1	3950019	3958266	Gm3033	protein_coding
ENSMUSG00000079397	ENSMUST00000112791	14	1	3995594	4023710	Gm2916	protein_coding
ENSMUSG00000079377	ENSMUST00000168306	14	1	4034794	4043223	Gm3029	protein_coding
ENSMUSG00000091756	ENSMUST00000164696	14	1	4066585	4073245	Gm3095	protein_coding
ENSMUSG00000079394	ENSMUST00000112787	14	1	4101430	4110042	Gm3099	protein_coding
ENSMUSG00000079396	ENSMUST00000096184	14	1	4126977	4144404	Gm5796	protein_coding
ENSMUSG00000079391	ENSMUST00000112784	14	1	4126977	4303289	Gm2974	protein_coding
ENSMUSG00000079396	ENSMUST00000100904	14	1	4137690	4139756	Gm5796	protein_coding
ENSMUSG00000091563	ENSMUST00000167397	14	1	4137690	4231176	Gm8108	protein_coding
ENSMUSG00000079396	ENSMUST00000096172	14	1	4137690	4234760	Gm5796	protein_coding
ENSMUSG00000091022	ENSMUST00000166928	14	1	4187159	4202345	Gm3115	protein_coding
ENSMUSG00000091563	ENSMUST00000170207	14	1	4213565	4235823	Gm8108	protein_coding
ENSMUSG00000090764	ENSMUST00000167839	14	1	4268069	4276541	Gm3127	protein_coding
ENSMUSG00000090764	ENSMUST00000171866	14	1	4268127	4276542	Gm3127	protein_coding
ENSMUSG00000079391	ENSMUST00000164512	14	1	4285615	4307934	Gm2974	protein_coding
ENSMUSG00000091114	ENSMUST00000165431	14	1	4352670	4361045	Gm3138	protein_coding
ENSMUSG00000079389	ENSMUST00000112779	14	1	4420322	4428760	Gm3149	protein_coding
ENSMUSG00000079389	ENSMUST00000171810	14	1	4420380	4428760	Gm3149	protein_coding
ENSMUSG00000079388	ENSMUST00000165466	14	1	4437802	4457726	2610042L04Rik	protein_coding
ENSMUSG00000079388	ENSMUST00000112778	14	1	4442602	4456531	2610042L04Rik	protein_coding
ENSMUSG00000091379	ENSMUST00000164038	14	1	4500565	4509386	Gm3159	protein_coding
ENSMUSG00000091379	ENSMUST00000167245	14	1	4500584	4509386	Gm3159	protein_coding
ENSMUSG00000091399	ENSMUST00000168866	14	1	4518487	4546878	Gm3164	protein_coding
ENSMUSG00000091399	ENSMUST00000167952	14	1	4534031	4543147	Gm3164	protein_coding
ENSMUSG00000079386	ENSMUST00000166848	14	1	4534031	4619819	Gm3173	protein_coding
ENSMUSG00000079386	ENSMUST00000164603	14	1	4534031	4622491	Gm3173	protein_coding
ENSMUSG00000091399	ENSMUST00000171803	14	1	4534031	4622491	Gm3164	protein_coding
ENSMUSG00000091399	ENSMUST00000165662	14	1	4534031	4661428	Gm3164	protein_coding
ENSMUSG00000091148	ENSMUST00000169364	14	1	4584784	4593215	Gm3182	protein_coding
ENSMUSG00000091148	ENSMUST00000167902	14	1	4584847	4593216	Gm3182	protein_coding
ENSMUSG00000079386	ENSMUST00000112776	14	1	4617797	4622491	Gm3173	protein_coding
ENSMUSG00000090472	ENSMUST00000164069	14	1	4658444	4665786	Gm3047	protein_coding
ENSMUSG00000090712	ENSMUST00000163738	14	1	4735391	4743840	Gm8159	protein_coding
ENSMUSG00000090712	ENSMUST00000170546	14	1	4735449	4743841	Gm8159	protein_coding
